ID,price
845,2185591.2669218816
1924,984747.6373080637
10718,1246745.7769828816
12076,8602697.58721317
12254,1891028.7815964096
9950,3245668.311574959
1548,2546565.9452037653
526,1178260.8256415357
6776,992966.1386480441
1851,1326295.9821506045
9188,1915573.3775163456
3382,3081172.3388266223
242,2480479.4048288977
6439,1840737.874981385
1561,2497615.7675706926
5339,2515961.3010887345
7387,2367635.6376503403
11576,1735537.5848625102
5984,4898779.468118127
4486,1736604.908525279
2205,978341.5684582129
3468,1272107.3126034832
4226,2285827.034517397
2088,2320106.904228181
2118,2732414.8732197806
8036,1466026.2795017152
23,1218247.6912935667
1898,1998260.3467976686
6976,2560801.7268880163
1465,3274015.9522005185
2040,1431800.0096047244
482,1158301.615313464
5122,1853088.891517185
3447,1159834.4178296817
12877,2478474.7303129006
3780,1297278.499886212
1285,1637206.7670888386
9200,1951506.3315995275
921,3206637.7635365026
3060,2794677.480200282
1082,1037796.9599207643
71,2512149.6798140737
4464,1787468.8900093085
4576,3567563.2935870034
897,2861737.9009386003
1756,893867.7964136662
8745,2360101.5592011674
806,1501850.7925081986
803,1499746.2340442832
7613,1467808.0654573455
243,1340171.9915989374
8135,1232947.4139834223
1527,2074411.0006412484
2825,1294399.0947318294
666,1059168.7043909454
12028,1506071.3441621736
2308,1998942.9933497794
11223,1496398.4317908748
1479,830392.0592546128
2057,2244501.720219576
2368,1093891.081160207
7638,2591200.8662370653
432,2223823.6833276185
9800,1327669.13601679
2140,3291116.976819849
837,1993308.5949939534
3227,1948590.9666938588
12412,2185438.1706756386
10267,1335512.40358952
3850,3465100.8397946046
382,4272506.179459005
1280,2328575.0969436197
2226,4530546.29494059
4166,3218388.4739940106
5208,3049308.400459269
4513,1700075.472810877
10814,3277816.8962169588
3120,2757599.6761070383
7915,1928420.8231412694
3513,2277074.651153958
9041,1351029.6831154742
561,1276955.2189192472
11041,2764486.913265321
2920,2787161.4845650913
2042,1011667.6481233668
10220,1709821.5747391833
11511,1723250.8759919808
8424,2914838.4949190333
5801,2920524.963349634
10746,1210255.0532301562
11018,1142939.929696166
816,719085.498408478
10413,1594425.161056863
4471,2857692.118602707
1928,1970793.6771172239
323,1661764.0153504529
11548,3002049.491494726
12564,2637202.469033142
5817,3326276.6198484064
1030,1301942.322514487
3888,1762785.2963990578
2427,1932867.2118528024
5378,1806341.5278300862
3701,1659539.9802758868
4536,1500691.3534926937
3799,2738255.6041891137
9431,2380430.231922753
10878,1185109.5834651662
2028,874519.1867376302
5598,2014382.2953715264
5828,6509925.74219375
2842,2029703.4820620434
279,2183711.6803693357
4812,2174747.343727117
11406,1967544.0206418163
1086,1420209.7801591544
2696,1189648.7201917537
9220,1148432.6819689688
1496,1359273.3562908666
3737,1199058.695371823
12211,3509849.4708578014
1556,1843448.6721119755
1066,1310104.455279856
1836,1160995.4092853672
10913,1141527.5370333062
1868,1431665.7189682974
12610,3308588.4124543862
12146,1671261.8586965357
2087,1497669.8891775112
2916,2333551.510680641
10188,2789495.499252277
3253,1437827.987949765
9082,2337621.615551823
12493,1276117.4909432733
5898,3355318.321511388
8409,2200261.4147734297
5885,2126534.3840410323
1101,985223.0730363567
10071,2127569.8237204473
11403,4594300.926777282
728,1206511.3478926818
11647,3767676.047467043
1931,2487921.9272644455
232,2827961.892982413
3988,1693672.9929495347
9416,1713056.829663565
1866,1787640.6034451076
5685,2586426.7122921958
2779,2026736.367091919
3294,2842841.565676061
1471,2155174.775968061
2960,1283369.5369730517
10447,1812916.086608446
1220,2264724.4431056376
69,1526708.4257392855
2002,4324563.74605519
2784,2184622.93000533
1911,2199261.7048424813
3023,1227738.6844459851
3394,1680351.3541386505
5920,1338605.5862077242
688,2866560.929424099
1511,1928432.483307726
3572,3397320.608760925
12401,1215726.1258364422
10756,2396856.509981082
4007,1676027.8984179571
3230,1118789.1441926523
12240,3159783.1211171993
10539,1855527.5020084917
3226,3274725.722965113
2280,1063485.8654368704
