ID,price
845,2184117.28881046
1924,1012548.9426032002
10718,1240799.427708771
12076,8092009.9490190195
12254,1949912.7091095024
9950,3264890.516406015
1548,2597497.153517932
526,1287823.1933128245
6776,1048335.3610945952
1851,1318428.9339969151
9188,1908141.463278117
3382,3037456.10737637
242,2565697.6564977146
6439,1805787.5794076486
1561,2546133.045206127
5339,2549953.3230779385
7387,2324128.9493486774
11576,1750712.5215337437
5984,4794271.844075031
4486,1734149.5110702198
2205,953494.8406956323
3468,1337810.232268379
4226,2451853.9381978437
2088,2379043.048354374
2118,2671234.5075901435
8036,1518737.1165901758
23,1221032.360029229
1898,1920362.9932902646
6976,3243308.6640391746
1465,3409969.068367769
2040,1444980.634762027
482,1215409.3881218694
5122,1832210.3785401091
3447,1218230.0523411827
12877,2522571.774169492
3780,1352937.6471637408
1285,1668535.8212546594
9200,1883726.8207063952
921,2891582.2202841155
3060,2720435.512239095
1082,1039406.2851550756
71,2183503.8302486665
4464,1794010.5516767038
4576,3698263.0856367736
897,2855010.130424976
1756,946615.868449538
8745,2199336.571542473
806,1502182.1499956502
803,1477743.398515626
7613,1462463.468750012
243,1205970.3036846295
8135,1276295.4691233474
1527,1997865.2995193573
2825,1266303.442546562
666,1044836.9071966765
12028,1535109.230430017
2308,1943262.92566355
11223,1560416.8330087452
1479,951599.4623324773
2057,2225766.085147466
2368,1121882.3872620857
7638,2666739.149341613
432,2261913.127825922
9800,1348852.7935025594
2140,3360096.87819238
837,2061715.7124947303
3227,1893006.0591186476
12412,2209773.2283195658
10267,1317679.0267876063
3850,3589426.923925703
382,4475355.113684439
1280,2353855.3052085903
2226,4461240.437808067
4166,3321230.6764811375
5208,2951571.908836496
4513,1615645.2094334525
10814,3399840.2455584668
3120,2805481.275895508
7915,1930823.9830843545
3513,2219384.2115007676
9041,1375960.2814456127
561,1284699.5209197968
11041,2804177.996108692
2920,2803652.597997696
2042,1020988.6907662847
10220,1713783.6365781773
11511,1722425.1277290124
8424,2977695.038170513
5801,2871149.5864172676
10746,1207629.489279811
11018,1137587.0406093393
816,739290.3772564128
10413,1577850.5225456636
4471,2902519.607581681
1928,1979202.8842913094
323,1611517.211141335
11548,3080535.785171525
12564,2742648.7387957834
5817,3407674.846987552
1030,1315545.3379404373
3888,1767486.2579141625
2427,1937440.7377222802
5378,1826440.7425825645
3701,1530507.7798845524
4536,1526394.5666044261
3799,2834000.210998942
9431,2441327.225432392
10878,1106374.6224644317
2028,875614.7090592552
5598,2064265.8390658626
5828,6339334.931615204
2842,1900523.3460226739
279,2239893.3794759316
4812,2199958.7140760385
11406,1942185.3983352804
1086,1427713.690995534
2696,1259296.9004055087
9220,1118417.104085218
1496,1321339.4473216329
3737,1284600.292926448
12211,3614572.704210782
1556,1824747.464030483
1066,1230199.1146004526
1836,1212052.1805079044
10913,1135999.309236272
1868,1484848.7255240334
12610,3270860.601738854
12146,1681271.9926371085
2087,1456403.6364157884
2916,2324607.753359385
10188,2837676.7258059448
3253,1371912.7473899184
9082,2409869.9255454997
12493,1237713.3979039642
5898,3198913.3847335433
8409,2167110.5421270006
5885,2089046.322379057
1101,961479.895555794
10071,2074465.0844027912
11403,4293118.435603308
728,1164303.1356535326
11647,3385252.809092508
1931,2345363.9050561935
232,3050089.2017843053
3988,1693681.9620946571
9416,1666217.06890524
1866,1799165.8151589674
5685,2646152.70733422
2779,2115935.013431327
3294,2977918.5603749566
1471,2167435.8639191776
2960,1264725.0184011078
10447,1845574.7135198077
1220,2272586.356091266
69,1627903.0731008486
2002,4107592.6331583112
2784,2155985.237304905
1911,2214622.36214245
3023,1353631.9452727379
3394,1703851.495926214
5920,1320310.0971769725
688,3313612.6289961194
1511,1901774.031580632
3572,3284209.4754891936
12401,1221669.39716225
10756,2469784.2181247254
4007,1624227.3725663805
3230,1239463.3434904113
12240,3341090.84658255
10539,1858156.7770077912
3226,3360598.962995163
2280,1000215.3354299441
3650,2314060.004830334
8540,1350901.6270913298
5847,1550717.9409612196
6694,3277407.2639441914
1336,1356072.025490379
2538,1841539.3438190862
7185,3048474.1114649745
8314,2471291.322324099
1204,860468.5783082909
2020,1213579.5237182698
2468,1521346.1205447337
9909,1854676.2741012648
7935,1113623.9028413456
1361,1647051.0145116004
6138,1594343.463069555
1914,3776723.1111693345
11090,1976088.7517287743
9320,1597509.7044286053
172,1825631.1552407502
823,3103466.124735087
1189,1201593.9721601696
3768,849522.993415627
2993,1939832.8711890136
12873,1521520.2908172926
1146,972563.0111618133
19,1679398.20842317
2113,2534453.0072198156
5132,2459719.0389199336
11109,2372039.9224631833
1562,1082265.1024311578
337,1585746.6889871354
1981,4847097.936659073
546,1407933.9645142255
7428,2217909.988490329
230,1026710.8844131109
412,2880830.8847728292
2205,940687.8694445653
9114,2596641.5677232626
1803,2318768.39565542
1571,3229935.2055350034
12362,3670968.322044648
8109,1803127.0314261348
3868,3183901.1891619894
3013,2249590.2526759226
1011,1192540.2352695528
12983,3342865.3759718174
116,1900593.1645535224
3245,1644802.9080525634
2253,4936639.42547628
10879,3085714.589444832
2246,1383898.5972592211
11494,2973207.6755894935
2259,3186816.330009058
2199,1743565.3556257747
1692,1518507.1668793105
5772,1700824.2270087467
10182,2175568.188511927
5051,2641800.074659051
5033,5430754.707087466
11113,2122339.694931853
51,2025308.7038239317
5129,1205189.4478185042
1550,1733689.162361826
616,2985446.110352997
10151,2783557.3074508803
6994,3224229.5533801555
5738,2586935.689980457
5729,5840069.1288197795
1122,929007.1117915042
3406,1316147.665545539
2196,1000546.577773628
3768,2538150.4472530126
4432,2316352.365667799
2236,1221762.3597276912
1743,2144271.7843825086
2046,2569002.69822256
781,1165305.5959778875
1126,999198.1592177596
10472,2859884.72151373
3524,1788095.6998066166
6922,1880629.6026366707
6018,2370699.3748166356
2973,2141547.6643557423
8323,3321392.2276371866
576,1417490.57095338
3118,1429413.2153244957
5737,2846375.817066342
4642,3680195.8844109606
8425,1506662.749736119
2245,4102624.1232950077
12248,1062973.8847741997
2533,1040984.4414923134
3134,1302532.477761179
5871,2261819.764799858
9331,2516895.7256874167
959,2066466.7723964676
2753,2513101.189772969
2887,2022534.3530099299
11710,2585394.4263863075
5279,3372842.5992507664
3249,1274412.4876076095
9711,2617721.085386149
5061,2167604.491897407
2493,1624051.355314603
627,2355423.0084264777
2618,1038952.2124077531
4698,1344150.3560923804
1575,1873745.309471359
425,1168833.367281234
944,1464315.4786718932
3508,1807932.7672898762
3674,1556330.9732353466
3351,830144.6827396936
1348,836526.3403234778
1421,995819.7637077767
9134,1063886.2858330398
6348,2516692.8269673153
1277,2363162.0795368226
1152,1109952.7199560858
7783,2425215.1482149335
29,2966740.0439213566
11244,983419.5670712043
5924,5869118.839334723
3001,3908947.3539482174
4587,1690788.788678178
8303,3162200.880668138
2439,1553792.4519294773
3060,2962465.4086492877
8575,5932833.505391056
11031,1178362.1438946961
2056,3066482.1657039714
8657,1440668.4238580086
7669,2198582.3972474393
371,2124854.1687407386
3985,1721834.42155395
279,1417203.991433098
2964,1749366.7933508272
5411,1066041.9230302009
4555,2502053.9730041814
3310,2211754.3273247574
2340,1171545.9419333718
2139,1106114.4199992365
578,1643340.5987903276
2263,1173892.2673828844
11168,3278115.1635622946
8198,1718008.4706500636
6174,2142215.4031199752
7566,1162687.4500275687
5106,3117103.014955392
1977,1846168.5581713896
5663,2672697.472263613
1398,2129193.488986325
2207,1219227.823228962
1987,1010624.7155059676
70,2121614.7125410065
12282,4241156.768651814
5913,5912498.881865345
6506,1349440.054657852
3957,2214622.36214245
881,1104610.2531290792
1599,979033.8665216521
1989,4252114.616664011
1719,1389381.436612137
3669,1227762.3920193203
7029,2106455.164801267
3537,3079752.001072546
8590,2549725.4933198844
2974,1972809.270113917
